batsman,bowler,wicket
G Gambhir,VR Aaron,1
BB McCullum,UT Yadav,1
SC Ganguly,SW Tait,1
MJ Clarke,STR Binny,1
AP Majumdar,J Botha,1
RV Uthappa,SW Tait,1
SPD Smith,SK Trivedi,1
M Manhas,SW Tait,1
R Dravid,WD Parnell,1
AL Menaria,MJ Clarke,1
SE Marsh,S Dhawan,1
N Saini,A Ashish Reddy,1
DJ Hussey,V Pratap Singh,1
Mandeep Singh,A Ashish Reddy,1
Azhar Mahmood,J Theron,1
PA Patel,P Awana,1
DJ Harris,DJ Hussey,1
CL White,DJ Hussey,1
KC Sangakkara,P Kumar,1
PA Reddy,PP Chawla,1
AA Jhunjhunwala,P Kumar,1
A Ashish Reddy,P Awana,1
JEC Franklin,R Vinay Kumar,1
SR Tendulkar,HV Patel,1
TM Dilshan,PP Ojha,1
Mandeep Singh,KV Sharma,1
TM Head,KH Pandya,1
P Negi,MJ McClenaghan,1
KM Jadhav,MJ McClenaghan,1
AF Milne,MJ McClenaghan,1
PA Patel,A Choudhary,1
JC Buttler,P Negi,1
N Rana,P Negi,1
KH Pandya,P Negi,1
R Dravid,BW Hilfenhaus,1
SR Watson,BW Hilfenhaus,1
AM Rahane,VY Mahesh,1
STR Binny,VY Mahesh,1
J Botha,RA Jadeja,1
BJ Hodge,R Ashwin,1
SK Raina,Pankaj Singh,1
DJ Bravo,SK Trivedi,1
MEK Hussey,SW Tait,1
MS Dhoni,SK Trivedi,1
RA Jadeja,Pankaj Singh,1
CH Gayle,AD Mathews,1
V Kohli,R Sharma,1
SS Tiwary,AC Thomas,1
MD Mishra,Z Khan,1
MK Pandey,Z Khan,1
MJ Clarke,R Vinay Kumar,1
AD Mathews,KP Appanna,1
AP Majumdar,HV Patel,1
B Kumar,M Muralitharan,1
AC Thomas,R Vinay Kumar,1
R Sharma,R Vinay Kumar,1
SR Tendulkar,Shakib Al Hasan,1
JH Kallis,DR Smith,1
NV Ojha,BW Hilfenhaus,1
R Dravid,A Nehra,1
AM Rahane,AD Mathews,1
JD Ryder,A Chandila,1
SC Ganguly,A Chandila,1
RV Uthappa,A Chandila,1
AP Majumdar,A Chandila,1
CJ Ferguson,J Botha,1
SPD Smith,J Botha,1
B Kumar,SW Tait,1
AD Mathews,SR Watson,1
R Sharma,SR Watson,1
PA Patel,Azhar Mahmood,1
KC Sangakkara,P Awana,1
DT Christian,Azhar Mahmood,1
N Saini,DT Christian,1
SE Marsh,DT Christian,1
Mandeep Singh,MS Gony,1
SD Chitnis,DW Steyn,1
PP Chawla,DW Steyn,1
SS Tiwary,Harbhajan Singh,1
SR Tendulkar,Z Khan,1
HH Gibbs,R Vinay Kumar,1
BB McCullum,DJ Bravo,1
G Gambhir,SB Jakati,1
LR Shukla,BW Hilfenhaus,1
SK Raina,L Balaji,1
F du Plessis,R Bhatia,1
SE Marsh,VR Aaron,1
N Saini,UT Yadav,1
Azhar Mahmood,UT Yadav,1
Gurkeerat Singh,P Negi,1
PP Chawla,UT Yadav,1
DJ Hussey,M Morkel,1
Y Venugopal Rao,P Awana,1
LRPL Taylor,P Awana,1
G Gambhir,KA Pollard,1
YK Pathan,DR Smith,1
R Bhatia,SL Malinga,1
HH Gibbs,Iqbal Abdulla,1
KA Pollard,JH Kallis,1
DR Smith,JH Kallis,1
SL Malinga,L Balaji,1
RP Singh,SP Narine,1
SK Raina,Imran Tahir,1
AJ Finch,Imran Tahir,1
BB McCullum,SN Thakur,1
RA Jadeja,DT Christian,1
JP Faulkner,JD Unadkat,1
PJ Sangwan,JD Unadkat,1
Basil Thampi,JD Unadkat,1
Ankit Soni,JD Unadkat,1
SPD Smith,PJ Sangwan,1
MK Tiwary,Basil Thampi,1
BA Stokes,JP Faulkner,1
MS Dhoni,Basil Thampi,1
M Vijay,P Kumar,1
SK Raina,Azhar Mahmood,1
MS Dhoni,P Awana,1
DJ Bravo,RJ Harris,1
Mandeep Singh,JA Morkel,1
DJ Hussey,DJ Bravo,1
SD Chitnis,BW Hilfenhaus,1
TM Dilshan,VR Aaron,1
UBT Chand,R Vinay Kumar,1
DPMD Jayawardene,P Parameswaran,1
Y Venugopal Rao,M Muralitharan,1
LRPL Taylor,R Vinay Kumar,1
AD Russell,P Parameswaran,1
UT Yadav,P Parameswaran,1
STR Binny,A Mishra,1
AL Menaria,V Pratap Singh,1
J Botha,DW Steyn,1
SP Goswami,V Pratap Singh,1
A Chandila,V Pratap Singh,1
PA Reddy,SK Trivedi,1
CL White,A Chandila,1
CA Lynn,SK Trivedi,1
JP Duminy,STR Binny,1
AC Gilchrist,UT Yadav,1
PC Valthaty,M Morkel,1
SD Chitnis,AD Russell,1
Azhar Mahmood,M Morkel,1
Gurkeerat Singh,M Morkel,1
PP Chawla,M Morkel,1
UBT Chand,Azhar Mahmood,1
IK Pathan,RJ Harris,1
DPMD Jayawardene,Azhar Mahmood,1
JH Kallis,MJ Clarke,1
BB McCullum,WD Parnell,1
MJ Clarke,YK Pathan,1
AP Majumdar,Shakib Al Hasan,1
CJ Ferguson,R Bhatia,1
Harpreet Singh,SP Narine,1
WD Parnell,L Balaji,1
PA Reddy,R Vinay Kumar,1
CH Gayle,DW Steyn,1
TM Dilshan,DW Steyn,1
AB de Villiers,A Mishra,1
SS Tiwary,V Pratap Singh,1
R Vinay Kumar,A Ashish Reddy,1
M Muralitharan,A Ashish Reddy,1
R Dravid,DS Kulkarni,1
AL Menaria,DS Kulkarni,1
DH Yagnik,SL Malinga,1
BB McCullum,P Negi,1
Shakib Al Hasan,IK Pathan,1
DA Warner,Shakib Al Hasan,1
V Sehwag,L Balaji,1
DPMD Jayawardene,Iqbal Abdulla,1
Y Venugopal Rao,JH Kallis,1
P Negi,SP Narine,1
M Morkel,SP Narine,1
M Vijay,DS Kulkarni,1
SK Raina,DS Kulkarni,1
MEK Hussey,JEC Franklin,1
JEC Franklin,DJ Bravo,1
Harbhajan Singh,BW Hilfenhaus,1
SL Malinga,RA Jadeja,1
MEK Hussey,VR Aaron,1
SK Raina,P Negi,1
MS Dhoni,VR Aaron,1
V Sehwag,JA Morkel,1
LRPL Taylor,DJ Bravo,1
AD Russell,R Ashwin,1
NV Ojha,SB Jakati,1
Sunny Gupta,SB Jakati,1
UT Yadav,R Ashwin,1
VR Aaron,R Ashwin,1
DA Warner,Mohammed Shami,1
KS Williamson,Mohammed Shami,1
KK Nair,S Kaul,1
RR Pant,Mohammed Siraj,1
M Vijay,R Bhatia,1
G Gambhir,BW Hilfenhaus,1
LR Shukla,DJ Bravo,1
JH Kallis,BW Hilfenhaus,1
MC Juneja,L Balaji,1
J Botha,R Bhatia,1
AD Russell,SP Narine,1
DPMD Jayawardene,B Lee,1
A Nehra,SP Narine,1
JH Kallis,S Nadeem,1
G Gambhir,J Botha,1
MK Tiwary,S Nadeem,1
TM Dilshan,MG Johnson,1
V Kohli,JJ Bumrah,1
MA Agarwal,JJ Bumrah,1
DT Christian,Harbhajan Singh,1
SR Tendulkar,M Kartik,1
RT Ponting,M Kartik,1
PA Reddy,Yuvraj Singh,1
NLTC Perera,AB Dinda,1
MN Samuels,NLTC Perera,1
AM Nayar,A Mishra,1
LRPL Taylor,A Ashish Reddy,1
AD Mathews,NLTC Perera,1
B Kumar,DW Steyn,1
R Sharma,DW Steyn,1
AB Dinda,DW Steyn,1
MDKJ Perera,UT Yadav,1
R Dravid,UT Yadav,1
BJ Hodge,UT Yadav,1
KK Cooper,A Nehra,1
AL Menaria,A Nehra,1
UBT Chand,S Sreesanth,1
DPMD Jayawardene,R Shukla,1
MC Juneja,KK Cooper,1
DA Warner,R Shukla,1
J Botha,KK Cooper,1
AD Russell,KK Cooper,1
SR Tendulkar,DP Nannes,1
RT Ponting,AS Rajpoot,1
AT Rayudu,B Laughlin,1
DR Smith,R Ashwin,1
MEK Hussey,Harbhajan Singh,1
RA Jadeja,MM Patel,1
B Laughlin,KA Pollard,1
MS Dhoni,MM Patel,1
TL Suman,Azhar Mahmood,1
MN Samuels,P Awana,1
RV Uthappa,PP Chawla,1
AD Mathews,P Awana,1
LRPL Taylor,P Kumar,1
MR Marsh,RJ Harris,1
B Kumar,Azhar Mahmood,1
AM Nayar,Azhar Mahmood,1
CH Gayle,GH Vihari,1
MA Agarwal,DW Steyn,1
KB Arun Karthik,NLTC Perera,1
MC Henriques,I Sharma,1
R Vinay Kumar,I Sharma,1
PA Patel,MC Henriques,1
CL White,MC Henriques,1
PA Reddy,M Muralitharan,1
KC Sangakkara,JD Unadkat,1
NLTC Perera,JD Unadkat,1
GH Vihari,M Kartik,1
SR Watson,B Lee,1
R Dravid,R Bhatia,1
STR Binny,LR Shukla,1
KK Cooper,SP Narine,1
MS Bisla,R Shukla,1
JH Kallis,R Shukla,1
MK Tiwary,SK Trivedi,1
YK Pathan,KK Cooper,1
LR Shukla,SK Trivedi,1
R Bhatia,SW Tait,1
B Lee,S Sreesanth,1
EJG Morgan,KK Cooper,1
Mohammed Shami,KK Cooper,1
RT Ponting,IK Pathan,1
UBT Chand,Harbhajan Singh,1
DPMD Jayawardene,MG Johnson,1
DA Warner,MG Johnson,1
BMAJ Mendis,KA Pollard,1
KM Jadhav,SL Malinga,1
S Nadeem,PP Ojha,1
MC Juneja,SL Malinga,1
A Nehra,KA Pollard,1
SP Narine,JD Unadkat,1
SP Jackson,Washington Sundar,1
MK Pandey,DT Christian,1
C de Grandhomme,JD Unadkat,1
SA Yadav,DT Christian,1
NM Coulter-Nile,BA Stokes,1
SPD Smith,CR Woakes,1
MK Tiwary,CR Woakes,1
BA Stokes,SP Narine,1
RA Tripathi,CR Woakes,1
Mandeep Singh,DP Nannes,1
Azhar Mahmood,CH Morris,1
RJ Harris,CH Morris,1
P Awana,DP Nannes,1
MS Bisla,MC Henriques,1
EJG Morgan,RP Singh,1
MK Tiwary,RP Singh,1
R McLaren,RP Singh,1
MA Agarwal,R McLaren,1
MDKJ Perera,B Kumar,1
AM Rahane,R Sharma,1
R Dravid,Yuvraj Singh,1
DH Yagnik,R Sharma,1
LRPL Taylor,Harmeet Singh (2),1
AJ Finch,JP Faulkner,1
V Sehwag,I Sharma,1
MC Juneja,A Mishra,1
IK Pathan,NLTC Perera,1
M Morkel,NLTC Perera,1
S Nadeem,DW Steyn,1
PA Reddy,S Kaul,1
CL White,S Nadeem,1
GH Vihari,M Morkel,1
A Ashish Reddy,M Morkel,1
NLTC Perera,IK Pathan,1
RT Ponting,Yuvraj Singh,1
SR Tendulkar,AJ Finch,1
RV Uthappa,PP Ojha,1
AD Mathews,PP Ojha,1
AM Nayar,SL Malinga,1
MR Marsh,MG Johnson,1
V Kohli,CH Morris,1
DT Christian,CH Morris,1
R Rampaul,DJ Bravo,1
AB de Villiers,DP Nannes,1
SK Raina,J Syed Mohammad,1
S Badrinath,J Syed Mohammad,1
MS Dhoni,R Rampaul,1
DJ Bravo,R Rampaul,1
MS Bisla,KV Sharma,1
G Gambhir,A Ashish Reddy,1
CL White,JH Kallis,1
DB Ravi Teja,SP Narine,1
A Ashish Reddy,SMSM Senanayake,1
NLTC Perera,JH Kallis,1
GH Vihari,R Bhatia,1
Mandeep Singh,S Sreesanth,1
DJ Hussey,S Sreesanth,1
Gurkeerat Singh,SK Trivedi,1
R Sathish,JP Faulkner,1
Azhar Mahmood,KK Cooper,1
P Kumar,JP Faulkner,1
P Awana,JP Faulkner,1
SR Watson,P Awana,1
R Dravid,P Kumar,1
STR Binny,P Kumar,1
BJ Hodge,PP Chawla,1
AJ Finch,RA Jadeja,1
LRPL Taylor,CH Morris,1
MR Marsh,DJ Bravo,1
S Anirudha,B Kumar,1
M Vijay,AM Nayar,1
S Badrinath,MR Marsh,1
RA Jadeja,MR Marsh,1
DJ Bravo,R Sharma,1
JA Morkel,AB Dinda,1
AC Gilchrist,SMSM Senanayake,1
DJ Hussey,SP Narine,1
Gurkeerat Singh,SP Narine,1
DA Miller,SMSM Senanayake,1
MS Gony,JH Kallis,1
P Kumar,JH Kallis,1
MS Bisla,P Kumar,1
JH Kallis,Azhar Mahmood,1
MK Tiwary,P Awana,1
DB Das,Azhar Mahmood,1
R Bhatia,P Awana,1
YK Pathan,P Kumar,1
SMSM Senanayake,P Kumar,1
Mandeep Singh,PJ Cummins,1
SR Watson,S Nadeem,1
STR Binny,Z Khan,1
Vishnu Vinod,Z Khan,1
KM Jadhav,Z Khan,1
TS Mills,CH Morris,1
AP Tare,TS Mills,1
KK Nair,B Stanlake,1
SW Billings,Iqbal Abdulla,1
SV Samson,B Stanlake,1
CH Morris,Iqbal Abdulla,1
CR Brathwaite,YS Chahal,1
PJ Cummins,SR Watson,1
RR Pant,P Negi,1
BB McCullum,K Rabada,1
SK Raina,K Rabada,1
KD Karthik,PJ Cummins,1
Ishan Kishan,PJ Cummins,1
AJ Finch,K Rabada,1
JP Faulkner,CJ Anderson,1
KK Nair,PJ Sangwan,1
RR Pant,Basil Thampi,1
DA Warner,R Vinay Kumar,1
V Sehwag,AB McDonald,1
MC Juneja,JD Unadkat,1
BJ Rohrer,JD Unadkat,1
KM Jadhav,R Vinay Kumar,1
KL Rahul,A Nehra,1
AB de Villiers,UT Yadav,1
AB McDonald,S Nadeem,1
KB Arun Karthik,M Morkel,1
J Syed Mohammad,UT Yadav,1
DA Warner,R Rampaul,1
BJ Rohrer,R Rampaul,1
CL White,B Kumar,1
KV Sharma,R Sharma,1
NLTC Perera,MR Marsh,1
BB Samantray,R Sharma,1
A Mishra,AB Dinda,1
AJ Finch,NLTC Perera,1
TL Suman,KV Sharma,1
SPD Smith,I Sharma,1
MR Marsh,DW Steyn,1
AM Nayar,NLTC Perera,1
AD Mathews,A Mishra,1
B Kumar,A Mishra,1
R Sharma,A Mishra,1
AB Dinda,A Mishra,1
AM Rahane,PP Ojha,1
SR Tendulkar,A Chandila,1
RT Ponting,A Chandila,1
KA Pollard,STR Binny,1
R Dhawan,STR Binny,1
AT Rayudu,STR Binny,1
AT Rayudu,KK Cooper,1
SL Malinga,JP Faulkner,1
SK Raina,IK Pathan,1
MS Dhoni,UT Yadav,1
DA Warner,MM Sharma,1
MC Juneja,MM Sharma,1
DPMD Jayawardene,CH Morris,1
BMAJ Mendis,RA Jadeja,1
IK Pathan,RA Jadeja,1
AB Agarkar,R Ashwin,1
M Morkel,R Ashwin,1
UT Yadav,DJ Bravo,1
Mandeep Singh,I Sharma,1
AC Gilchrist,KV Sharma,1
PC Valthaty,KV Sharma,1
DJ Hussey,I Sharma,1
Gurkeerat Singh,A Mishra,1
Gurkeerat Singh,DW Steyn,1
Q de Kock,P Kumar,1
PA Reddy,MS Gony,1
CL White,MS Gony,1
BB Samantray,Azhar Mahmood,1
EJG Morgan,DJ Bravo,1
DB Das,R Ashwin,1
MK Tiwary,R Ashwin,1
R Bhatia,RA Jadeja,1
LR Shukla,RA Jadeja,1
SP Narine,RA Jadeja,1
R Ashwin,SP Narine,1
M Vijay,SMSM Senanayake,1
S Badrinath,JH Kallis,1
SR Watson,R Rampaul,1
AM Rahane,JD Unadkat,1
R Dravid,M Kartik,1
JP Faulkner,RP Singh,1
DH Yagnik,RP Singh,1
S Sreesanth,R Vinay Kumar,1
SW Tait,RP Singh,1
SK Trivedi,R Rampaul,1
TM Dilshan,SR Watson,1
V Kohli,JP Faulkner,1
AB de Villiers,SR Watson,1
DR Smith,RE van der Merwe,1
AJ Finch,MS Gony,1
Yuvraj Singh,Azhar Mahmood,1
LJ Wright,Azhar Mahmood,1
AC Gilchrist,B Kumar,1
Azhar Mahmood,BAW Mendis,1
M Vohra,Yuvraj Singh,1
DH Yagnik,R Ashwin,1
R Dravid,DJ Bravo,1
M Vijay,A Chandila,1
SK Raina,JP Faulkner,1
RA Jadeja,JP Faulkner,1
HM Amla,A Choudhary,1
MJ Guptill,S Aravind,1
SE Marsh,P Negi,1
M Vohra,YS Chahal,1
MM Sharma,A Choudhary,1
Mandeep Singh,GJ Maxwell,1
S Aravind,GJ Maxwell,1
P Negi,AR Patel,1
S Badree,AR Patel,1
A Choudhary,MM Sharma,1
TM Dilshan,LJ Wright,1
AB de Villiers,MR Marsh,1
R Rampaul,AB Dinda,1
AJ Finch,R Rampaul,1
LJ Wright,JD Unadkat,1
SPD Smith,R Rampaul,1
MR Marsh,R Vinay Kumar,1
AG Murtaza,CH Gayle,1
IC Pandey,CH Gayle,1
Azhar Mahmood,A Nehra,1
R Sathish,A Nehra,1
IK Pathan,Sandeep Sharma,1
DPMD Jayawardene,Sandeep Sharma,1
BJ Rohrer,PP Chawla,1
M Morkel,PP Chawla,1
YK Pathan,MG Johnson,1
EJG Morgan,MG Johnson,1
MK Tiwary,SL Malinga,1
DB Das,SL Malinga,1
KD Karthik,SMSM Senanayake,1
DR Smith,SP Narine,1
Q de Kock,MM Sharma,1
S Dhawan,JO Holder,1
CL White,MM Sharma,1
A Mishra,R Ashwin,1
X Thalaivan Sargunam,DJ Bravo,1
DJG Sammy,DJ Bravo,1
M Vijay,A Mishra,1
MEK Hussey,A Mishra,1
DJ Bravo,I Sharma,1
AC Gilchrist,R Bhatia,1
DA Miller,S Ladda,1
DJ Hussey,JH Kallis,1
G Gambhir,Azhar Mahmood,1
YK Pathan,Azhar Mahmood,1
JH Kallis,Harmeet Singh,1
PA Reddy,A Chandila,1
KC Sangakkara,JP Faulkner,1
KV Sharma,JP Faulkner,1
NLTC Perera,A Chandila,1
GH Vihari,KK Cooper,1
A Ashish Reddy,STR Binny,1
DR Smith,J Syed Mohammad,1
RG Sharma,J Syed Mohammad,1
Harbhajan Singh,R Rampaul,1
TM Dilshan,DS Kulkarni,1
AB de Villiers,DS Kulkarni,1
KB Arun Karthik,Harbhajan Singh,1
SS Tiwary,DR Smith,1
J Syed Mohammad,DR Smith,1
WP Saha,R Bhatia,1
MS Bisla,DJ Bravo,1
V Sehwag,AB Dinda,1
UBT Chand,R Sharma,1
BJ Rohrer,AM Nayar,1
KM Jadhav,AB Dinda,1
AJ Finch,IK Pathan,1
LJ Wright,UT Yadav,1
A Mukund,SK Trivedi,1
V Kohli,SR Watson,1
R Rampaul,SR Watson,1
AM Rahane,R Rampaul,1
R Dravid,MC Henriques,1
OA Shah,R Vinay Kumar,1
RA Tripathi,A Nehra,1
BA Stokes,Rashid Khan,1
SPD Smith,S Kaul,1
DT Christian,S Kaul,1
MS Dhoni,S Kaul,1
SN Thakur,S Kaul,1
S Dhawan,BA Stokes,1
KS Williamson,BA Stokes,1
DA Warner,BA Stokes,1
MC Henriques,Imran Tahir,1
Bipul Sharma,JD Unadkat,1
Rashid Khan,JD Unadkat,1
B Kumar,JD Unadkat,1
KD Karthik,MS Gony,1
DR Smith,PP Chawla,1
M Vohra,MG Johnson,1
SE Marsh,PP Ojha,1
DJ Hussey,PP Ojha,1
Gurkeerat Singh,Harbhajan Singh,1
Azhar Mahmood,Harbhajan Singh,1
MS Gony,Harbhajan Singh,1
PP Chawla,DS Kulkarni,1
DA Miller,MG Johnson,1
P Kumar,DS Kulkarni,1
MEK Hussey,KW Richardson,1
WP Saha,R Sharma,1
S Badrinath,LJ Wright,1
TL Suman,MM Sharma,1
Yuvraj Singh,MM Sharma,1
SPD Smith,JA Morkel,1
AM Nayar,R Ashwin,1
KW Richardson,CH Morris,1
R Sharma,DJ Bravo,1
SR Tendulkar,I Sharma,1
DR Smith,A Mishra,1
PA Reddy,MG Johnson,1
GH Vihari,DS Kulkarni,1
MS Bisla,IK Pathan,1
MS Bisla,UT Yadav,1
YK Pathan,M Morkel,1
EJG Morgan,S Nadeem,1
DB Das,A Nehra,1
S Narwal,UT Yadav,1
DPMD Jayawardene,L Balaji,1
WP Saha,P Awana,1
MEK Hussey,PP Chawla,1
MS Dhoni,R Sathish,1
JA Morkel,P Awana,1
LA Pomersbach,MM Sharma,1
SE Marsh,DJ Bravo,1
CH Gayle,TL Suman,1
AJ Finch,MC Henriques,1
TL Suman,MC Henriques,1
Yuvraj Singh,R Vinay Kumar,1
BAW Mendis,CH Gayle,1
AM Rahane,SMSM Senanayake,1
JP Faulkner,Iqbal Abdulla,1
DH Yagnik,SMSM Senanayake,1
SV Samson,R Bhatia,1
OA Shah,JH Kallis,1
MS Bisla,AA Chavan,1
V Sehwag,DJG Sammy,1
UBT Chand,DW Steyn,1
KM Jadhav,KV Sharma,1
BMAJ Mendis,DJG Sammy,1
J Botha,NLTC Perera,1
S Nadeem,DJG Sammy,1
A Nehra,NLTC Perera,1
A Ashish Reddy,A Nehra,1
PA Patel,BMAJ Mendis,1
CA Pujara,P Awana,1
AB de Villiers,P Awana,1
V Kohli,Azhar Mahmood,1
KL Rahul,Azhar Mahmood,1
Azhar Mahmood,JD Unadkat,1
DA Miller,M Muralitharan,1
SR Tendulkar,RA Jadeja,1
DR Smith,DJ Bravo,1
DJ Bravo,P Suyal,1
MEK Hussey,PP Ojha,1
CH Morris,SL Malinga,1
MM Sharma,SL Malinga,1
RA Jadeja,PP Ojha,1
PA Patel,A Mishra,1
LMP Simmons,CJ Anderson,1
RG Sharma,K Rabada,1
CJ Anderson,SL Malinga,1
MN Samuels,KV Sharma,1
PJ Cummins,Harbhajan Singh,1
K Rabada,KV Sharma,1
Mohammed Shami,Harbhajan Singh,1
Z Khan,KV Sharma,1
AJ Finch,KK Cooper,1
MR Marsh,JP Faulkner,1
AD Mathews,JP Faulkner,1
SR Watson,WD Parnell,1
BJ Hodge,WD Parnell,1
SV Samson,WD Parnell,1
PA Reddy,RP Singh,1
PA Patel,M Muralitharan,1
KC Sangakkara,M Kartik,1
NLTC Perera,RP Singh,1
A Ashish Reddy,RP Singh,1
MA Agarwal,NLTC Perera,1
CH Gayle,I Sharma,1
AB de Villiers,CL White,1
CM Gautam,SR Watson,1
DA Warner,STR Binny,1
R Dravid,S Kaul,1
DR Smith,Iqbal Abdulla,1
RG Sharma,R McLaren,1
KA Pollard,R McLaren,1
KD Karthik,R McLaren,1
EJG Morgan,AN Ahmed,1
DB Das,Harbhajan Singh,1
R McLaren,SL Malinga,1
L Balaji,SL Malinga,1
MEK Hussey,NLTC Perera,1
MS Dhoni,NLTC Perera,1
PA Patel,JO Holder,1
GH Vihari,SK Raina,1
DJG Sammy,MM Sharma,1
NLTC Perera,DJ Bravo,1
KV Sharma,RA Jadeja,1
DW Steyn,CH Morris,1
Mandeep Singh,A Chandila,1
AC Gilchrist,KK Cooper,1
DJ Hussey,SR Watson,1
DA Miller,KK Cooper,1
MS Gony,JP Faulkner,1
R Dravid,Bipul Sharma,1
MS Bisla,B Kumar,1
JH Kallis,Parvez Rasool,1
G Gambhir,MR Marsh,1
RN ten Doeschate,B Kumar,1
UA Birla,Iqbal Abdulla,1
MR Marsh,R Bhatia,1
M Rawat,JH Kallis,1
B Kumar,L Balaji,1
Parvez Rasool,L Balaji,1
CH Gayle,IK Pathan,1
CA Pujara,S Kaul,1
MC Henriques,S Nadeem,1
DPMD Jayawardene,JD Unadkat,1
DA Warner,MC Henriques,1
BJ Rohrer,R Vinay Kumar,1
UBT Chand,JD Unadkat,1
M Morkel,JD Unadkat,1
RV Uthappa,SL Malinga,1
AD Mathews,Harbhajan Singh,1
Yuvraj Singh,Harbhajan Singh,1
KW Richardson,MG Johnson,1
AM Nayar,AN Ahmed,1
B Kumar,AN Ahmed,1
DR Smith,AB Dinda,1
SR Tendulkar,BAW Mendis,1
RG Sharma,KW Richardson,1
S Dhawan,Harmeet Singh,1
GH Vihari,Sandeep Sharma,1
CL White,Sandeep Sharma,1
BB Samantray,Sandeep Sharma,1
DJG Sammy,PP Chawla,1
KV Sharma,P Awana,1
NLTC Perera,Harmeet Singh,1
Mandeep Singh,DW Steyn,1
SE Marsh,DJG Sammy,1
AC Gilchrist,DJG Sammy,1
DA Miller,DJG Sammy,1
R Sathish,DJG Sammy,1
P Kumar,DW Steyn,1
LA Pomersbach,DJG Sammy,1
P Awana,DJG Sammy,1
Mandeep Singh,SP Narine,1
KM Jadhav,CR Woakes,1
P Negi,UT Yadav,1
SP Narine,A Choudhary,1
CA Lynn,P Negi,1
C de Grandhomme,P Negi,1
CA Pujara,SMSM Senanayake,1
SS Tiwary,SP Narine,1
MC Henriques,JH Kallis,1
R Rampaul,SP Narine,1
A Mithun,SP Narine,1
M Kartik,L Balaji,1
MS Bisla,R Rampaul,1
YK Pathan,M Kartik,1
JH Kallis,A Mithun,1
MEK Hussey,STR Binny,1
MS Dhoni,KK Cooper,1
AM Rahane,JO Holder,1
JP Faulkner,JO Holder,1
SV Samson,MM Sharma,1
R Dravid,CH Morris,1
DPMD Jayawardene,P Kumar,1
RE van der Merwe,P Awana,1
MC Juneja,Harmeet Singh,1
KM Jadhav,Harmeet Singh,1
J Botha,BA Bhatt,1
LA Pomersbach,RE van der Merwe,1
DA Miller,RE van der Merwe,1
M Vohra,J Botha,1
DJ Hussey,A Nehra,1
DR Smith,I Sharma,1
SR Tendulkar,KV Sharma,1
AT Rayudu,KV Sharma,1
RV Uthappa,SMSM Senanayake,1
MK Pandey,JH Kallis,1
MS Bisla,WD Parnell,1
JH Kallis,WD Parnell,1
RN ten Doeschate,RV Gomez,1
R Bhatia,AD Mathews,1
MEK Hussey,A Nehra,1
MEK Hussey,UT Yadav,1
SK Raina,RE van der Merwe,1
RA Jadeja,UT Yadav,1
J Botha,R Ashwin,1
BJ Rohrer,JA Morkel,1
RE van der Merwe,R Ashwin,1
DA Warner,JA Morkel,1
A Nehra,DJ Bravo,1
GJ Maxwell,SR Watson,1
KD Karthik,PV Tambe,1
Harbhajan Singh,JP Faulkner,1
R Dravid,MG Johnson,1
JP Faulkner,DS Kulkarni,1
SV Samson,MG Johnson,1
CH Gayle,MS Gony,1
CA Pujara,MS Gony,1
SE Marsh,R Rampaul,1
Gurkeerat Singh,M Kartik,1
DJ Hussey,M Kartik,1
CL White,SR Watson,1
GH Vihari,SK Trivedi,1
DW Steyn,JP Faulkner,1
KV Sharma,KK Cooper,1
NLTC Perera,KK Cooper,1
SV Samson,A Mishra,1
SR Watson,NLTC Perera,1
STR Binny,NLTC Perera,1
Sachin Baby,A Mishra,1
JP Faulkner,KV Sharma,1
BJ Hodge,DW Steyn,1
KK Cooper,DW Steyn,1
Mandeep Singh,R Dhawan,1
AC Gilchrist,NM Coulter-Nile,1
SE Marsh,Harbhajan Singh,1
Azhar Mahmood,SL Malinga,1
DA Miller,KA Pollard,1
Gurkeerat Singh,SL Malinga,1
GJ Maxwell,P Kumar,1
AT Rayudu,P Awana,1
RG Sharma,PP Chawla,1
KA Pollard,Sandeep Sharma,1
R Dhawan,Azhar Mahmood,1
NM Coulter-Nile,Azhar Mahmood,1
Harbhajan Singh,AC Gilchrist,1
MJ Guptill,PJ Sangwan,1
SE Marsh,DS Kulkarni,1
HM Amla,Basil Thampi,1
Ishan Kishan,T Natarajan,1
DR Smith,GJ Maxwell,1
SK Raina,Sandeep Sharma,1
AJ Finch,Sandeep Sharma,1
RV Uthappa,UT Yadav,1
AJ Finch,S Kaul,1
Yuvraj Singh,IK Pathan,1
LJ Wright,S Kaul,1
DA Warner,WD Parnell,1
DPMD Jayawardene,AG Murtaza,1
B Chipli,AG Murtaza,1
BJ Rohrer,AB Dinda,1
CM Gautam,AD Mathews,1
M Morkel,AD Mathews,1
IK Pathan,AD Mathews,1
S Nadeem,AB Dinda,1
AB de Villiers,MM Sharma,1
RA Jadeja,Z Khan,1
MS Bisla,NLTC Perera,1
EJG Morgan,KV Sharma,1
RN ten Doeschate,A Mishra,1
P Dogra,DW Steyn,1
SP Narine,Anand Rajan,1
S Dhawan,Iqbal Abdulla,1
PA Patel,Iqbal Abdulla,1
CL White,SP Narine,1
GH Vihari,Iqbal Abdulla,1
NLTC Perera,Mohammed Shami,1
M Vijay,KA Pollard,1
DR Smith,RA Jadeja,1
PP Ojha,MM Sharma,1
